Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	OptFreq	Zmax	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00012181	II:14805985-14808087	204	14	14	0.046694	666.724	10000	3185	666.724	1000	0	0.313972	II	14805985	14808087	2102	FALSE
WBGene00012182	II:14812566-14814892,II:14813029-14814892,II:14813518-14814892,II:14813053-14814892	204	15	15	0.04902	627.416	10000	2429	627.416	1000	0	0.411692	II	14812566	14814892	2326	FALSE
WBGene00012184	V:20654651-20659719,V:20654676-20659719	204	196	196	0.004902	633.556	10000	2626	633.556	1000	0	0.380807	V	20654651	20659719	5068	FALSE
WBGene00012185	V:20660367-20662031	204	88	88	0.004902	399.575	10000	1294	399.575	1000	0	0.772798	V	20660367	20662031	1664	FALSE
WBGene00012186	V:20667210-20678540,V:20667210-20678540,V:20667233-20678540,V:20667210-20678540,V:20667210-20678540,V:20667233-20678540,V:20667233-20678540,V:20667233-20678540	204	77	77	0.014706	150.477	10000	1034	150.477	1000	0	0.967118	V	20667210	20678540	11330	FALSE
WBGene00000901	II:14033232-14037721	204	26	26	0.009804	268.709	10000	1129	268.709	1000	0	0.88574	II	14033232	14037721	4489	FALSE
WBGene00012187	II:14060084-14060622,II:14059837-14060622	204	3	3	0.046739	1246.34	10000	10000	1246.34	463	0	0.0463	II	14060084	14060622	538	FALSE
WBGene00012188	II:14060738-14062623	204	13	13	0.04902	130.17	10000	1031	130.17	1000	0	0.969932	II	14060738	14062623	1885	FALSE
WBGene00002275	II:14063449-14065904	204	17	17	0.009804	570.377	10000	2382	570.377	1000	0	0.419815	II	14063449	14065904	2455	FALSE
WBGene00004285	X:4227856-4235846,X:4227856-4231221,X:4227856-4231372	204	86	86	0.009804	598.925	10000	2675	598.925	1000	0	0.373832	X	4227856	4235846	7990	FALSE
WBGene00012192	I:12730022-12732727	204	35	35	0.009804	281.729	10000	1225	281.729	1000	0	0.816327	I	12730022	12732727	2705	FALSE
WBGene00012193	I:12733298-12741227,I:12733298-12736733	204	111	111	0.029412	273.176	10000	1151	273.176	1000	0	0.86881	I	12733298	12741227	7929	FALSE
WBGene00012194	I:12738086-12741149	204	36	36	0.029412	200.658	10000	1021	200.658	1000	0	0.979432	I	12738086	12741149	3063	FALSE
WBGene00006700	I:12741604-12748729	204	101	101	0.034314	443.94	10000	1527	443.94	1000	0	0.654879	I	12741604	12748729	7125	FALSE
WBGene00012195	I:12749889-12752067	204	18	18	0.004902	475.341	10000	1961	475.341	1000	0	0.509944	I	12749889	12752067	2178	FALSE
WBGene00012196	I:12758523-12759573	204	19	19	0.004902	826.918	10000	4760	826.918	1000	0	0.210084	I	12758523	12759573	1050	FALSE
WBGene00001394	IV:13323857-13326394,IV:13325922-13326394,IV:13324055-13326394	204	22	22	0.004902	614.895	10000	3000	614.895	1000	0	0.333333	IV	13323857	13326394	2537	FALSE
WBGene00001390	IV:13328358-13329319	204	5	5	0.046769	1109.32	10000	10000	1109.32	571	0	0.0571	IV	13328358	13329319	961	FALSE
WBGene00004156	IV:13329535-13331388,IV:13329535-13330821	204	9	9	0.046766	677.492	10000	3016	677.492	1000	0	0.331565	IV	13329535	13331388	1853	FALSE
WBGene00012190	IV:13342857-13346189	204	32	32	0.004902	699.582	10000	4142	699.582	1000	0	0.241429	IV	13342857	13346189	3332	FALSE
WBGene00004333	IV:13349119-13353193,IV:13349119-13352027,IV:13349239-13350043	204	39	39	0.019608	765.993	10000	4346	765.993	1000	0	0.230097	IV	13349119	13353193	4074	FALSE
WBGene00003230	IV:13353722-13356089	204	21	20	0.009804	1117.96	10000	10000	1117.96	308	0	0.0308	IV	13353722	13356089	2367	FALSE
WBGene00012191	IV:13356191-13358597,IV:13356191-13357422,IV:13356191-13356317	204	26	26	0.004902	831.68	10000	7205	831.68	1000	0	0.138793	IV	13356191	13358597	2406	FALSE
WBGene00044280	IV:13347686-13348575	204	6	5	0.046741	473.622	10000	2680	473.622	1000	0	0.373134	IV	13347686	13348575	889	FALSE
WBGene00012201	II:11449019-11451445	204	23	23	0.004902	237.773	10000	1248	237.773	1000	0	0.801282	II	11449019	11451445	2426	FALSE
WBGene00012205	II:11472138-11473571	204	9	9	0.004902	823.881	10000	6759	823.881	1000	0	0.147951	II	11472138	11473571	1433	FALSE
WBGene00012206	II:11474056-11476264,II:11473860-11476264	204	10	10	0.009804	678.473	10000	4206	678.473	1000	0	0.237756	II	11474056	11476264	2208	FALSE
WBGene00012207	II:11476881-11479161,II:11476754-11479161	204	14	14	0.004902	831.165	10000	6899	831.165	1000	0	0.144949	II	11476881	11479161	2280	FALSE
WBGene00043534	II:11445288-11448895,II:11445288-11448899	204	22	22	0.009804	349.269	10000	1342	349.269	1000	0	0.745156	II	11445288	11448895	3607	FALSE
WBGene00044026	II:11468551-11469109,II:11468551-11469624	204	14	14	0.004902	375.779	10000	1571	375.779	1000	0	0.636537	II	11468551	11469109	558	FALSE
WBGene00004699	II:11451443-11452955	204	13	13	0.004902	276.273	10000	1266	276.273	1000	0	0.789889	II	11451443	11452955	1512	FALSE
WBGene00004698	II:11453979-11455807,II:11453979-11455742,II:11453979-11455797	204	10	9	0.009804	362.031	10000	1833	362.031	1000	0	0.545554	II	11453979	11455807	1828	FALSE
WBGene00012202	II:11455758-11459356	204	22	22	0.046789	512.72	10000	2339	512.72	1000	0	0.427533	II	11455758	11459356	3598	FALSE
WBGene00000196	II:11460162-11464079	204	44	44	0.004902	518.609	10000	2164	518.609	1000	0	0.462107	II	11460162	11464079	3917	FALSE
WBGene00002227	II:11465938-11467641	204	9	9	0.034314	447.237	10000	1456	447.237	1000	0	0.686813	II	11465938	11467641	1703	FALSE
WBGene00012203	II:11464893-11468653,II:11465704-11468653,II:11465179-11468653,II:11464891-11468653,II:11464923-11468653	204	27	27	0.014706	464.922	10000	1753	464.922	1000	0	0.570451	II	11464893	11468653	3760	FALSE
WBGene00012204	II:11470009-11472033	204	10	10	0.004902	561.851	10000	2053	561.851	1000	0	0.487092	II	11470009	11472033	2024	FALSE
WBGene00001709	III:676121-680047	204	15	14	0.029412	417.295	10000	1977	417.295	1000	0	0.505817	III	676121	680047	3926	FALSE
WBGene00020924	III:680633-683329	204	19	19	0.046769	530.341	10000	1694	530.341	1000	0	0.590319	III	680633	683329	2696	FALSE
WBGene00020927	III:686236-692033	204	115	115	0.004902	510.156	10000	2497	510.156	1000	0	0.400481	III	686236	692033	5797	FALSE
WBGene00012197	II:13898415-13902116,II:13898415-13900710	204	51	51	0.02451	684.392	10000	2854	684.392	1000	0	0.350385	II	13898415	13902116	3701	FALSE
WBGene00012198	II:13908924-13915253	204	70	69	0.02451	792.646	10000	6976	792.646	1000	0	0.143349	II	13908924	13915253	6329	FALSE
WBGene00012199	II:13916354-13919677	204	38	38	0.034314	346.188	10000	1274	346.188	1000	0	0.784929	II	13916354	13919677	3323	FALSE
WBGene00012200	II:13920554-13924724	204	70	70	0.02451	998.069	10000	10000	998.069	825	0	0.0825	II	13920554	13924724	4170	FALSE
WBGene00001988	II:13930524-13931997	204	16	16	0.034314	1007.24	10000	9966	1007.24	1000	0	0.100341	II	13930524	13931997	1473	FALSE
WBGene00044074	II:13925267-13930516	204	60	60	0.009804	729.84	10000	3285	729.84	1000	0	0.304414	II	13925267	13930516	5249	FALSE
WBGene00001980	I:11075757-11094524,I:11075757-11134667,I:11075760-11090298,I:11075890-11090298,I:11075760-11087836,I:11075890-11087836,I:11075760-11084053,I:11075890-11084053	204	562	561	0.004902	390.484	10000	2222	390.484	1000	0	0.450045	I	11075757	11094524	18767	FALSE
WBGene00020929	IV:4005493-4007823,IV:4005476-4007742	204	15	15	0.009804	613.502	10000	2055	613.502	1000	0	0.486618	IV	4005493	4007823	2330	FALSE
WBGene00020930	IV:4014802-4019042,IV:4014802-4019039,IV:4014815-4028127,IV:4014877-4028127,IV:4014902-4027063,IV:4014815-4027063,IV:4014873-4019040,IV:4015485-4019042,IV:4015485-4019039,IV:4014798-4018331,IV:4014798-4019039,IV:4014798-4018962	204	91	91	0.004902	637.787	10000	2379	637.787	1000	0	0.420345	IV	4014802	4019042	4240	FALSE
WBGene00020931	I:6741275-6741877	204	4	4	0.02451	212.498	10000	1135	212.498	1000	0	0.881057	I	6741275	6741877	602	FALSE
WBGene00020935	I:6746017-6753031,I:6749816-6753031	204	26	26	0.009804	219.018	10000	1318	219.018	1000	0	0.758725	I	6746017	6753031	7014	FALSE
WBGene00020936	I:6753243-6756348,I:6753228-6756348	204	12	12	0.014706	563.815	10000	3107	563.815	1000	0	0.321854	I	6753243	6756348	3105	FALSE
WBGene00020932	I:6736685-6741637	204	24	24	0.014706	510.57	10000	2670	510.57	1000	0	0.374532	I	6736685	6741637	4952	FALSE
WBGene00003170	I:6724916-6728330	204	12	12	0.014706	615.99	10000	2974	615.99	1000	0	0.336247	I	6724916	6728330	3414	FALSE
WBGene00020933	I:6719367-6723061,I:6719367-6723054	204	17	17	0.014706	525.507	10000	2292	525.507	1000	0	0.4363	I	6719367	6723061	3694	FALSE
WBGene00002258	I:6728284-6729376	204	2	2	0.046796	387.653	10000	1887	387.653	1000	0	0.529942	I	6728284	6729376	1092	FALSE
WBGene00007057	I:6729720-6731110	204	8	8	0.046793	481.832	10000	1790	481.832	1000	0	0.558659	I	6729720	6731110	1390	FALSE
WBGene00002257	I:6731268-6732280	204	8	7	0.046787	413.461	10000	2335	413.461	1000	0	0.428266	I	6731268	6732280	1012	FALSE
WBGene00004883	I:6734028-6736161	204	15	15	0.004902	505.938	10000	2122	505.938	1000	0	0.471254	I	6734028	6736161	2133	FALSE
WBGene00006773	I:6742292-6745329,I:6742292-6745341	204	19	19	0.014706	530.319	10000	3313	530.319	1000	0	0.301841	I	6742292	6745329	3037	FALSE
WBGene00020945	V:8318434-8322863	204	41	41	0.004902	500.867	10000	2401	500.867	1000	0	0.416493	V	8318434	8322863	4429	FALSE
WBGene00020946	V:8302886-8304469	204	6	5	0.046769	508.129	10000	3486	508.129	1000	0	0.286862	V	8302886	8304469	1583	FALSE
WBGene00044356	V:8311509-8312041	204	2	1	0.004902	301.349	10000	2087	301.349	988	12	0.476282	V	8311509	8312041	532	FALSE
WBGene00020938	V:8307969-8310878	204	23	23	0.029412	458.308	10000	1864	458.308	1000	0	0.536481	V	8307969	8310878	2909	FALSE
WBGene00020939	V:8293843-8294880	204	12	12	0.014706	407.131	10000	1240	407.131	1000	0	0.806452	V	8293843	8294880	1037	FALSE
WBGene00020940	V:8296557-8297542	204	6	6	0.009804	712.106	10000	3572	712.106	1000	0	0.279955	V	8296557	8297542	985	FALSE
WBGene00020941	V:8297694-8299246	204	10	10	0.004902	51.7751	10000	1037	51.7751	1000	0	0.96432	V	8297694	8299246	1552	FALSE
WBGene00020942	V:8299764-8301329	204	10	10	0.009804	746.909	10000	4465	746.909	1000	0	0.223964	V	8299764	8301329	1565	FALSE
WBGene00004766	V:8301478-8302580	204	8	7	0.046738	673.179	10000	3509	673.179	1000	0	0.284981	V	8301478	8302580	1102	FALSE
WBGene00020943	V:8305119-8306460	204	9	9	0.009804	707.144	10000	4266	707.144	1000	0	0.234412	V	8305119	8306460	1341	FALSE
WBGene00012216	I:12551537-12552370	204	4	4	0.004902	505.56	10000	1753	505.56	1000	0	0.570451	I	12551537	12552370	833	FALSE
WBGene00004181	I:12528311-12532135,I:12528311-12532182,I:12528311-12532144,I:12528311-12532147,I:12528311-12531360	204	53	53	0.004902	237.867	10000	1098	237.867	1000	0	0.910747	I	12528311	12532135	3824	FALSE
WBGene00012208	I:12532668-12534355,I:12532855-12534355,I:12532668-12534355	204	17	17	0.019608	673.39	10000	2799	673.39	1000	0	0.35727	I	12532668	12534355	1687	FALSE
WBGene00012209	I:12535321-12537671	204	30	30	0.004902	294.598	10000	1154	294.598	1000	0	0.866551	I	12535321	12537671	2350	FALSE
WBGene00012210	I:12537990-12538955	204	12	12	0.009804	679.993	10000	3842	679.993	1000	0	0.260281	I	12537990	12538955	965	FALSE
WBGene00012211	I:12561039-12561560	204	5	4	0.004902	93.1377	10000	1010	93.1377	1000	0	0.990099	I	12561039	12561560	521	FALSE
WBGene00020947	V:6695215-6697652	204	14	14	0.046902	267.343	10000	1200	267.343	1000	0	0.833333	V	6695215	6697652	2437	FALSE
WBGene00020948	V:6703056-6704575	204	12	12	0.034314	375.984	10000	1321	375.984	1000	0	0.757002	V	6703056	6704575	1519	FALSE
WBGene00020949	V:6704552-6706932,V:6706354-6706915,V:6706203-6706932,V:6704552-6706908	204	17	16	0.034314	173.887	10000	1268	173.887	1000	0	0.788644	V	6704552	6706932	2380	FALSE
WBGene00020950	V:6707053-6709101	204	14	14	0.046891	283.655	10000	1181	283.655	1000	0	0.84674	V	6707053	6709101	2048	FALSE
WBGene00020951	V:6709578-6710596	204	7	6	0.019608	122.127	10000	1062	122.127	1000	0	0.94162	V	6709578	6710596	1018	FALSE
WBGene00005187	V:6716854-6718297	204	14	14	0.046883	282.822	10000	1222	282.822	1000	0	0.818331	V	6716854	6718297	1443	FALSE
WBGene00175027	V:6692246-6694723	204	18	18	0.026961	720.531	10000	3520	720.531	1000	0	0.284091	V	6692246	6694723	2477	FALSE
WBGene00003579	V:2662964-2665003	204	59	59	0.009804	507.345	10000	3757	507.345	1000	0	0.26617	V	2662964	2665003	2039	FALSE
WBGene00219305	V:2653082-2654931	204	37	37	0.046867	476.225	10000	2281	476.225	1000	0	0.438404	V	2653082	2654931	1849	FALSE
WBGene00020952	V:2683225-2688500	204	232	232	0.004902	257.954	10000	1635	257.954	1000	0	0.611621	V	2683225	2688500	5275	FALSE
WBGene00020953	V:2671463-2673973	204	84	84	0.009804	496.011	10000	3430	496.011	1000	0	0.291545	V	2671463	2673973	2510	FALSE
WBGene00020954	V:2666865-2670229	204	107	107	0.014706	398.223	10000	2585	398.223	1000	0	0.386847	V	2666865	2670229	3364	FALSE
WBGene00020955	V:2658032-2660777	204	63	63	0.012255	457.402	10000	2262	457.402	1000	0	0.442087	V	2658032	2660777	2745	FALSE
WBGene00012217	X:11102683-11105460,X:11102683-11103188	204	31	31	0.004902	493.82	10000	2724	493.82	1000	0	0.367107	X	11102683	11105460	2777	FALSE
WBGene00195208	X:11097080-11098177	204	10	10	0.004902	215.174	10000	1100	215.174	1000	0	0.909091	X	11097080	11098177	1097	FALSE
WBGene00194896	V:2637108-2638476	204	28	28	0.004902	391.452	10000	2254	391.452	1000	0	0.443656	V	2637108	2638476	1368	FALSE
WBGene00206511	V:2629319-2629875	204	13	13	0.004902	411.858	10000	2320	411.858	996	4	0.430172	V	2629319	2629875	556	FALSE
WBGene00020957	V:2638889-2646379	204	149	149	0.014706	594.608	10000	4127	594.608	1000	0	0.242307	V	2638889	2646379	7490	FALSE
WBGene00005477	V:2618998-2620714	204	42	42	0.004902	487.72	10000	2686	487.72	1000	0	0.372301	V	2618998	2620714	1716	FALSE
WBGene00020961	V:2622051-2625460	204	43	43	0.046916	250.214	10000	1270	250.214	1000	0	0.787402	V	2622051	2625460	3409	FALSE
WBGene00020962	V:2647058-2652657	204	163	162	0.04902	369.972	10000	2552	369.972	1000	0	0.39185	V	2647058	2652657	5599	FALSE
WBGene00000435	III:5799072-5801109	204	9	9	0.02451	705.174	10000	3461	705.174	1000	0	0.288934	III	5799072	5801109	2037	FALSE
WBGene00020964	III:5791170-5803042	204	57	57	0.046926	766.587	10000	6836	766.587	1000	0	0.146284	III	5791170	5803042	11872	FALSE
WBGene00020966	III:5408085-5413177	204	36	36	0.990197	1080.93	10000	10000	1080.93	487	0	0.0487	III	5408085	5413177	5092	FALSE
WBGene00020967	III:5406115-5408102	204	14	14	0.046917	652.398	10000	4294	652.398	1000	0	0.232883	III	5406115	5408102	1987	FALSE
WBGene00001731	III:5413222-5413993	204	4	4	0.014706	305.669	10000	1495	305.669	1000	0	0.668896	III	5413222	5413993	771	FALSE
WBGene00020968	III:5431406-5434249,III:5431406-5434467	204	21	21	0.014706	447.816	10000	2483	447.816	1000	0	0.402739	III	5431406	5434249	2843	FALSE
WBGene00020970	III:5438825-5440632	204	13	13	0.02451	553.256	10000	3099	553.256	1000	0	0.322685	III	5438825	5440632	1807	FALSE
WBGene00001042	III:5416134-5419565	204	22	22	0.0469	802.422	10000	6895	802.422	1000	0	0.145033	III	5416134	5419565	3431	FALSE
WBGene00020972	IV:4326715-4332079	204	58	58	0.014706	470.975	10000	1560	470.975	1000	0	0.641026	IV	4326715	4332079	5364	FALSE
WBGene00020973	IV:4332718-4335372,IV:4332718-4335355	204	27	27	0.014706	684.404	10000	2448	684.404	1000	0	0.408497	IV	4332718	4335372	2654	FALSE
WBGene00005662	IV:4357635-4359929,IV:4358051-4359929	204	34	33	0.019608	575.024	10000	3255	575.024	1000	0	0.30722	IV	4357635	4359929	2294	FALSE
WBGene00020976	IV:4336793-4341304,IV:4336793-4341304,IV:4338621-4341304	204	41	41	0.019608	298.686	10000	1206	298.686	1000	0	0.829187	IV	4336793	4341304	4511	FALSE
WBGene00020977	IV:4342356-4346558	204	52	52	0.004902	420.491	10000	1747	420.491	1000	0	0.57241	IV	4342356	4346558	4202	FALSE
WBGene00020978	IV:4352617-4356979	204	25	25	0.014706	609.373	10000	3038	609.373	1000	0	0.329164	IV	4352617	4356979	4362	FALSE
WBGene00012219	II:11960988-11962091	204	9	8	0.046929	839.938	10000	6287	839.938	1000	0	0.159058	II	11960988	11962091	1103	FALSE
WBGene00012220	II:11962110-11965255	204	27	27	0.019608	710.928	10000	2890	710.928	1000	0	0.346021	II	11962110	11965255	3145	FALSE
WBGene00004271	II:11965522-11966931,II:11965338-11966931	204	12	11	0.046922	177.199	10000	1191	177.199	1000	0	0.839631	II	11965522	11966931	1409	FALSE
WBGene00003015	II:11917641-11935343,II:11918338-11933224,II:11917668-11933199	204	143	142	0.004902	346.432	10000	1981	346.432	1000	0	0.504796	II	11917641	11935343	17702	FALSE
WBGene00012222	II:11954507-11960741,II:11953238-11960741	204	34	34	0.019608	681.412	10000	2625	681.412	1000	0	0.380952	II	11954507	11960741	6234	FALSE
WBGene00003228	II:11968636-11972334,II:11968636-11972320,II:11968636-11972226,II:11970254-11972330,II:11970254-11972320,II:11970254-11972226	204	28	28	0.019608	1057.4	10000	10000	1057.4	787	0	0.0787	II	11968636	11972334	3698	FALSE
WBGene00012223	II:11948743-11949467	204	2	2	0.004902	297.217	10000	1464	297.217	996	4	0.681694	II	11948743	11949467	724	FALSE
WBGene00006173	IV:4065904-4068412	204	17	17	0.04902	781.3	10000	4346	781.3	1000	0	0.230097	IV	4065904	4068412	2508	FALSE
WBGene00235306	IV:4056519-4057256,IV:4056519-4057131	204	19	19	0.04902	191.633	10000	1447	191.633	1000	0	0.691085	IV	4056519	4057256	737	FALSE
WBGene00004157	IV:4072326-4077636,IV:4075710-4077636,IV:4075710-4077636,IV:4072375-4072820	204	37	37	0.034314	890.28	10000	8189	890.28	1000	0	0.122115	IV	4072326	4077636	5310	FALSE
WBGene00020979	IV:4068779-4069548	204	7	7	0.004902	753.335	10000	5906	753.335	998	2	0.16915	IV	4068779	4069548	769	FALSE
WBGene00003955	IV:4047928-4049448	204	11	11	0.046963	428.05	10000	1890	428.05	1000	0	0.529101	IV	4047928	4049448	1520	FALSE
WBGene00006951	IV:4050050-4051631,IV:4050095-4050716,IV:4050120-4050580	204	8	8	0.046958	628.685	10000	5065	628.685	1000	0	0.197433	IV	4050050	4051631	1581	FALSE
WBGene00020981	IV:4057299-4058243	204	31	31	0.004902	695.659	10000	5234	695.659	1000	0	0.191058	IV	4057299	4058243	944	FALSE
WBGene00020982	IV:4062566-4063673	204	10	10	0.009804	467.927	10000	1575	467.927	1000	0	0.634921	IV	4062566	4063673	1107	FALSE
WBGene00020983	IV:4073217-4074718	204	7	7	0.046977	244.226	10000	1357	244.226	1000	0	0.73692	IV	4073217	4074718	1501	FALSE
WBGene00020984	I:2788769-2790331	204	15	15	0.014706	455.538	10000	1901	455.538	1000	0	0.526039	I	2788769	2790331	1562	FALSE
WBGene00044796	I:2818765-2820815	204	15	15	0.009804	568.359	10000	3222	568.359	1000	0	0.310366	I	2818765	2820815	2050	FALSE
WBGene00020985	I:2798212-2799576,I:2798212-2799889	204	43	43	0.004902	678.004	10000	3667	678.004	1000	0	0.272702	I	2798212	2799576	1364	FALSE
WBGene00020986	I:2820842-2822300	204	14	14	0.019608	496.299	10000	1834	496.299	1000	0	0.545256	I	2820842	2822300	1458	FALSE
WBGene00020987	I:2816460-2817646	204	14	14	0.047003	389.051	10000	1874	389.051	1000	0	0.533618	I	2816460	2817646	1186	FALSE
WBGene00002174	I:2802821-2815786,I:2802821-2815786,I:2802821-2815786,I:2804937-2815786,I:2804149-2815786,I:2804937-2815786,I:2804149-2815786	204	397	397	0.009804	576.617	10000	2937	576.617	1000	0	0.340483	I	2802821	2815786	12965	FALSE
WBGene00020988	I:2796370-2797238	204	7	6	0.046993	549.268	10000	2699	549.268	1000	0	0.370508	I	2796370	2797238	868	FALSE
WBGene00020989	I:2791688-2794895	204	19	19	0.046988	732.225	10000	5391	732.225	1000	0	0.185494	I	2791688	2794895	3207	FALSE
WBGene00020990	I:2784616-2786068,I:2784616-2785855	204	14	14	0.004902	1149.84	10000	10000	1149.84	491	0	0.0491	I	2784616	2786068	1452	FALSE
WBGene00021005	I:2219470-2222313,I:2219470-2222272	204	49	49	0.02451	390.615	10000	2229	390.615	1000	0	0.448632	I	2219470	2222313	2843	FALSE
WBGene00001542	I:2223306-2233099,I:2223306-2233099	204	140	140	0.02451	600.201	10000	2808	600.201	1000	0	0.356125	I	2223306	2233099	9793	FALSE
WBGene00021006	I:2233750-2234906	204	18	18	0.004902	703.926	10000	4100	703.926	1000	0	0.243902	I	2233750	2234906	1156	FALSE
WBGene00021007	I:2235607-2241167	204	88	88	0.004902	557.582	10000	2765	557.582	1000	0	0.361664	I	2235607	2241167	5560	FALSE
WBGene00021008	I:2216099-2219442	204	56	56	0.02451	165.687	10000	1113	165.687	1000	0	0.898473	I	2216099	2219442	3343	FALSE
WBGene00021009	I:2160041-2209635,I:2197978-2209635,I:2160041-2209635,I:2160041-2209635,I:2192427-2209635,I:2160041-2209635,I:2172030-2209635,I:2172030-2209635,I:2173799-2209635,I:2173799-2209635,I:2185738-2209635,I:2174886-2209635,I:2185738-2209635,I:2174886-2209635,I:2160041-2209635,I:2174886-2209635,I:2174886-2209635	204	599	599	0.004902	553.112	10000	2656	553.112	1000	0	0.376506	I	2160041	2209635	49594	FALSE
WBGene00006586	IV:5204590-5207138	204	16	16	0.009804	666.599	10000	4426	666.599	1000	0	0.225938	IV	5204590	5207138	2548	FALSE
WBGene00020993	IV:5185332-5189091,IV:5188695-5189091	204	22	22	0.004902	1159.53	10000	10000	1159.53	346	0	0.0346	IV	5185332	5189091	3759	FALSE
WBGene00020994	IV:5184122-5185244	204	5	5	0.029412	1050.82	10000	10000	1050.82	853	0	0.0853	IV	5184122	5185244	1122	FALSE
WBGene00002247	IV:5173279-5183708,IV:5182912-5183218	204	51	51	0.004902	479.295	10000	2446	479.295	1000	0	0.408831	IV	5173279	5183708	10429	FALSE
WBGene00020995	IV:5185522-5186579,IV:5185389-5186562,IV:5185648-5186580,IV:5185389-5185843,IV:5185761-5185843	204	11	11	0.004902	1676.23	10000	10000	1676.23	19	0	0.0019	IV	5185522	5186579	1057	FALSE
WBGene00020997	IV:5189101-5195627,IV:5189101-5195627	204	55	55	0.009804	662.538	10000	3764	662.538	1000	0	0.265675	IV	5189101	5195627	6526	FALSE
WBGene00020999	V:124045-126751	204	83	83	0.004902	453.853	10000	2975	453.853	1000	0	0.336134	V	124045	126751	2706	FALSE
WBGene00021004	V:128236-131739	204	76	76	0.009804	464.145	10000	3454	464.145	1000	0	0.289519	V	128236	131739	3503	FALSE
WBGene00044512	V:133499-141370	204	233	233	0.009804	482.746	10000	3253	482.746	1000	0	0.307409	V	133499	141370	7871	FALSE
WBGene00021000	V:127000-128009,V:127529-127982	204	41	41	0.009804	495.546	10000	3559	495.546	1000	0	0.280978	V	127000	128009	1009	FALSE
WBGene00021001	V:132465-132998	204	6	6	0.029412	555.409	10000	2361	555.409	1000	0	0.423549	V	132465	132998	533	FALSE
WBGene00021002	V:147525-152104	204	164	164	0.009804	467.133	10000	3064	467.133	1000	0	0.326371	V	147525	152104	4579	FALSE
WBGene00006648	V:156827-166894,V:156824-166894,V:156827-166813	204	261	261	0.009804	456.307	10000	2907	456.307	1000	0	0.343997	V	156827	166894	10067	FALSE
WBGene00005303	V:145193-146931	204	57	57	0.004902	461.083	10000	3221	461.083	1000	0	0.310463	V	145193	146931	1738	FALSE
WBGene00021003	V:138891-140225	204	67	67	0.009804	464.243	10000	3314	464.243	1000	0	0.30175	V	138891	140225	1334	FALSE
WBGene00001625	IV:532134-535688	204	26	25	0.019608	374.314	10000	1641	374.314	1000	0	0.609385	IV	532134	535688	3554	FALSE
WBGene00021010	IV:524653-526479	204	26	26	0.034314	345.816	10000	1360	345.816	1000	0	0.735294	IV	524653	526479	1826	FALSE
WBGene00021011	IV:504981-506600	204	8	7	0.004902	591.613	10000	3029	591.613	1000	0	0.330142	IV	504981	506600	1619	FALSE
WBGene00021012	IV:506731-519456,IV:513757-519456,IV:506731-519456,IV:513757-519456,IV:506731-517628,IV:513757-517628,IV:506731-517628,IV:513757-517628	204	47	46	0.004902	165.735	10000	1062	165.735	1000	0	0.94162	IV	506731	519456	12725	FALSE
WBGene00000213	IV:520209-523757,IV:520209-523553	204	20	20	0.004902	246.523	10000	1056	246.523	1000	0	0.94697	IV	520209	523757	3548	FALSE
WBGene00021013	IV:527378-528583	204	11	11	0.019608	461.106	10000	1550	461.106	1000	0	0.645161	IV	527378	528583	1205	FALSE
WBGene00000754	X:12104929-12106081,X:12105139-12106081	204	5	5	0.04902	835.504	10000	6368	835.504	1000	0	0.157035	X	12104929	12106081	1152	FALSE
WBGene00012224	X:12106401-12108615	204	17	17	0.04902	812.323	10000	4412	812.323	1000	0	0.226655	X	12106401	12108615	2214	FALSE
WBGene00012225	X:12100191-12103801	204	24	23	0.004902	533.188	10000	2761	533.188	1000	0	0.362188	X	12100191	12103801	3610	FALSE
WBGene00012226	X:12076559-12080272,X:12076559-12093083,X:12076552-12080272	204	138	138	0.004902	270.437	10000	1417	270.437	1000	0	0.705716	X	12076559	12080272	3713	FALSE
WBGene00004900	I:4980306-4983955	204	21	20	0.044118	299.532	10000	1478	299.532	1000	0	0.67659	I	4980306	4983955	3649	FALSE
WBGene00195069	I:4984137-4984750	204	8	8	0.009804	623.169	10000	2735	623.169	1000	0	0.365631	I	4984137	4984750	613	FALSE
WBGene00021014	I:4962451-4964383	204	8	7	0.004902	658.348	10000	4327	658.348	1000	0	0.231107	I	4962451	4964383	1932	FALSE
WBGene00021015	I:4959397-4961519	204	2	2	0.004902	541.587	10000	2928	541.587	989	11	0.339652	I	4959397	4961519	2122	FALSE
WBGene00000155	I:4964666-4967089,I:4964666-4967329	204	7	6	0.014706	348.388	10000	1757	348.388	1000	0	0.569152	I	4964666	4967089	2423	FALSE
WBGene00021016	I:4968006-4970245	204	12	12	0.047049	222.449	10000	1184	222.449	1000	0	0.844595	I	4968006	4970245	2239	FALSE
WBGene00003906	I:4984759-4986739	204	7	7	0.014706	552.801	10000	2516	552.801	1000	0	0.397456	I	4984759	4986739	1980	FALSE
WBGene00021017	I:4986953-4989454	204	12	12	0.014706	654.662	10000	3633	654.662	1000	0	0.275255	I	4986953	4989454	2501	FALSE
WBGene00044431	I:4957775-4958309	204	7	7	0.004902	277.561	10000	1310	277.561	1000	0	0.763359	I	4957775	4958309	534	FALSE
